id,filesystem,candidate_index,function,failure_file,failure_line,failure_expression,exit_line,exit_expression,effect_summary,report_validity,bug_status,source_verdict,root_cause_family,rationale,related_finding,reviewed_on
EXT4-048,ext4,48,ext4_dx_add_entry,linux-sources/linux-v6.14-fs/fs/ext4/namei.c,2589,"ext4_journal_get_write_access(handle, sb, (frame - 1)->bh, EXT4_JTR_NONE)",2664,return err;,handle.ext4_journal_get_write_access:ADD@2521;handle.ext4_journal_get_write_access:ADD@2578;handle.ext4_journal_get_write_access:ADD@2525;dir.i_size:INC@2567;EXT4_I(dir).i_disksize:SET@2567,FALSE_POSITIVE,NO_BUG,FALSE_ALARM,PRIVATE_OR_CLEANED_STATE,"The reported effect belongs to an unpublished object, output/cursor, or temporary cache, or is removed by the reviewed error cleanup; no live metadata owner retains it.",,2026-07-24
EXT4-049,ext4,49,ext4_dx_add_entry,linux-sources/linux-v6.14-fs/fs/ext4/namei.c,2611,"ext4_handle_dirty_dx_node(handle, dir, bh2)",2664,return err;,handle.ext4_journal_get_write_access:ADD@2521;handle.ext4_journal_get_write_access:ADD@2578;handle.ext4_journal_get_write_access:ADD@2589;handle.ext4_journal_get_write_access:ADD@2525;dir.i_size:INC@2567;EXT4_I(dir).i_disksize:SET@2567;struct dx_countlimit *) entries).count:SET@2597;struct dx_countlimit *) entries2).count:SET@2598,FALSE_POSITIVE,NO_BUG,FALSE_ALARM,PRIVATE_OR_CLEANED_STATE,"The reported effect belongs to an unpublished object, output/cursor, or temporary cache, or is removed by the reviewed error cleanup; no live metadata owner retains it.",,2026-07-24
EXT4-050,ext4,50,ext4_dx_add_entry,linux-sources/linux-v6.14-fs/fs/ext4/namei.c,2615,"ext4_handle_dirty_dx_node(handle, dir, (frame - 1)->bh)",2664,return err;,handle.ext4_journal_get_write_access:ADD@2521;handle.ext4_journal_get_write_access:ADD@2578;handle.ext4_journal_get_write_access:ADD@2589;handle.ext4_journal_get_write_access:ADD@2525;dir.i_size:INC@2567;EXT4_I(dir).i_disksize:SET@2567;struct dx_countlimit *) entries).count:SET@2597;struct dx_countlimit *) entries2).count:SET@2598,FALSE_POSITIVE,NO_BUG,FALSE_ALARM,PRIVATE_OR_CLEANED_STATE,"The reported effect belongs to an unpublished object, output/cursor, or temporary cache, or is removed by the reviewed error cleanup; no live metadata owner retains it.",,2026-07-24
EXT4-051,ext4,51,ext4_dx_add_entry,linux-sources/linux-v6.14-fs/fs/ext4/namei.c,2637,"ext4_handle_dirty_dx_node(handle, dir, frame->bh)",2664,return err;,handle.ext4_journal_get_write_access:ADD@2521;handle.ext4_journal_get_write_access:ADD@2578;handle.ext4_journal_get_write_access:ADD@2589;handle.ext4_journal_get_write_access:ADD@2525;dir.i_size:INC@2567;EXT4_I(dir).i_disksize:SET@2567;struct dx_countlimit *) entries).count:SET@2597;struct dx_countlimit *) entries2).count:SET@2598;struct dx_countlimit *) entries).count:SET@2630;entries + 0.block:SET@2631,FALSE_POSITIVE,NO_BUG,FALSE_ALARM,PRIVATE_OR_CLEANED_STATE,"The reported effect belongs to an unpublished object, output/cursor, or temporary cache, or is removed by the reviewed error cleanup; no live metadata owner retains it.",,2026-07-24
EXT4-052,ext4,52,ext4_init_new_dir,linux-sources/linux-v6.14-fs/fs/ext4/namei.c,2998,"ext4_handle_dirty_dirblock(handle, inode, dir_block)",3004,return err;,inode.i_size:INC@2988;EXT4_I(inode).i_disksize:SET@2988;de.inode:SET@2992;de.name_len:SET@2992,FALSE_POSITIVE,NO_BUG,FALSE_ALARM,PRIVATE_OR_CLEANED_STATE,"The reported effect belongs to an unpublished object, output/cursor, or temporary cache, or is removed by the reviewed error cleanup; no live metadata owner retains it.",,2026-07-24
EXT4-053,ext4,53,ext4_rename_dir_finish,linux-sources/linux-v6.14-fs/fs/ext4/namei.c,3635,"ext4_mark_inode_dirty(handle, ent->inode)",3639,return retval;,ent->parent_de.inode:SET@3623,FALSE_POSITIVE,NO_BUG,FALSE_ALARM,PRIVATE_OR_CLEANED_STATE,"The reported effect belongs to an unpublished object, output/cursor, or temporary cache, or is removed by the reviewed error cleanup; no live metadata owner retains it.",,2026-07-24
EXT4-054,ext4,54,ext4_setent,linux-sources/linux-v6.14-fs/fs/ext4/namei.c,3662,"ext4_handle_dirty_dirblock(handle, ent->dir, ent->bh)",3665,return retval2;,handle.ext4_journal_get_write_access:ADD@3650;ent->de.inode:SET@3654,FALSE_POSITIVE,NO_BUG,FALSE_ALARM,PRIVATE_OR_CLEANED_STATE,"The reported effect belongs to an unpublished object, output/cursor, or temporary cache, or is removed by the reviewed error cleanup; no live metadata owner retains it.",,2026-07-24
EXT4-055,ext4,55,ext4_cross_rename,linux-sources/linux-v6.14-fs/fs/ext4/namei.c,4153,"ext4_setent(handle, &old, new.inode->i_ino, new_file_type)",4192,return retval;,old.dir->i_sb.EXT4_DATA_TRANS_BLOCKS:ADD@4113;handle.ext4_journal_get_write_access:ADD@4125;handle.ext4_journal_get_write_access:ADD@4130;handle.ext4_journal_get_write_access:ADD@4149;&new->de.inode:SET@4149,FALSE_POSITIVE,NO_BUG,FALSE_ALARM,PRIVATE_OR_CLEANED_STATE,"The reported effect belongs to an unpublished object, output/cursor, or temporary cache, or is removed by the reviewed error cleanup; no live metadata owner retains it.",,2026-07-24
EXT4-056,ext4,56,ext4_cross_rename,linux-sources/linux-v6.14-fs/fs/ext4/namei.c,4163,"ext4_mark_inode_dirty(handle, old.inode)",4192,return retval;,old.dir->i_sb.EXT4_DATA_TRANS_BLOCKS:ADD@4113;handle.ext4_journal_get_write_access:ADD@4125;handle.ext4_journal_get_write_access:ADD@4130;handle.ext4_journal_get_write_access:ADD@4149;&new->de.inode:SET@4149;handle.ext4_journal_get_write_access:ADD@4153;&old->de.inode:SET@4153,FALSE_POSITIVE,NO_BUG,FALSE_ALARM,PRIVATE_OR_CLEANED_STATE,"The reported effect belongs to an unpublished object, output/cursor, or temporary cache, or is removed by the reviewed error cleanup; no live metadata owner retains it.",,2026-07-24
EXT4-057,ext4,57,ext4_cross_rename,linux-sources/linux-v6.14-fs/fs/ext4/namei.c,4166,"ext4_mark_inode_dirty(handle, new.inode)",4192,return retval;,old.dir->i_sb.EXT4_DATA_TRANS_BLOCKS:ADD@4113;handle.ext4_journal_get_write_access:ADD@4125;handle.ext4_journal_get_write_access:ADD@4130;handle.ext4_journal_get_write_access:ADD@4149;&new->de.inode:SET@4149;handle.ext4_journal_get_write_access:ADD@4153;&old->de.inode:SET@4153,FALSE_POSITIVE,NO_BUG,FALSE_ALARM,PRIVATE_OR_CLEANED_STATE,"The reported effect belongs to an unpublished object, output/cursor, or temporary cache, or is removed by the reviewed error cleanup; no live metadata owner retains it.",,2026-07-24
EXT4-058,ext4,58,ext4_cross_rename,linux-sources/linux-v6.14-fs/fs/ext4/namei.c,4172,"ext4_rename_dir_finish(handle, &old, new.dir->i_ino)",4192,return retval;,old.dir->i_sb.EXT4_DATA_TRANS_BLOCKS:ADD@4113;handle.ext4_journal_get_write_access:ADD@4125;handle.ext4_journal_get_write_access:ADD@4130;handle.ext4_journal_get_write_access:ADD@4149;&new->de.inode:SET@4149;handle.ext4_journal_get_write_access:ADD@4153;&old->de.inode:SET@4153;&old->parent_de.inode:SET@4172,FALSE_POSITIVE,NO_BUG,FALSE_ALARM,PRIVATE_OR_CLEANED_STATE,"The reported effect belongs to an unpublished object, output/cursor, or temporary cache, or is removed by the reviewed error cleanup; no live metadata owner retains it.",,2026-07-24
EXT4-059,ext4,59,ext4_cross_rename,linux-sources/linux-v6.14-fs/fs/ext4/namei.c,4177,"ext4_rename_dir_finish(handle, &new, old.dir->i_ino)",4192,return retval;,old.dir->i_sb.EXT4_DATA_TRANS_BLOCKS:ADD@4113;handle.ext4_journal_get_write_access:ADD@4125;handle.ext4_journal_get_write_access:ADD@4130;handle.ext4_journal_get_write_access:ADD@4149;&new->de.inode:SET@4149;handle.ext4_journal_get_write_access:ADD@4153;&old->de.inode:SET@4153;&old->parent_de.inode:SET@4172;&new->parent_de.inode:SET@4177,FALSE_POSITIVE,NO_BUG,FALSE_ALARM,PRIVATE_OR_CLEANED_STATE,"The reported effect belongs to an unpublished object, output/cursor, or temporary cache, or is removed by the reviewed error cleanup; no live metadata owner retains it.",,2026-07-24
EXT4-060,ext4,60,ext4_orphan_add,linux-sources/linux-v6.14-fs/fs/ext4/orphan.c,139,"ext4_journal_get_write_access(handle, sb, sbi->s_sbh, EXT4_JTR_NONE)",189,return err;,inode->i_sb.ext4_inodes_per_orphan_block:ADD@129;EXT4_I(inode).i_orphan_idx:SET@129,FALSE_POSITIVE,NO_BUG,FALSE_ALARM,PRIVATE_OR_CLEANED_STATE,"The reported effect belongs to an unpublished object, output/cursor, or temporary cache, or is removed by the reviewed error cleanup; no live metadata owner retains it.",,2026-07-24
EXT4-061,ext4,61,ext4_orphan_add,linux-sources/linux-v6.14-fs/fs/ext4/orphan.c,144,"ext4_reserve_inode_write(handle, inode, &iloc)",189,return err;,handle.ext4_journal_get_write_access:ADD@139;inode->i_sb.ext4_inodes_per_orphan_block:ADD@129;EXT4_I(inode).i_orphan_idx:SET@129,FALSE_POSITIVE,NO_BUG,FALSE_ALARM,PRIVATE_OR_CLEANED_STATE,"The reported effect belongs to an unpublished object, output/cursor, or temporary cache, or is removed by the reviewed error cleanup; no live metadata owner retains it.",,2026-07-24
EXT4-062,ext4,62,ext4_orphan_del,linux-sources/linux-v6.14-fs/fs/ext4/orphan.c,297,"ext4_mark_iloc_dirty(handle, i_prev, &iloc2)",306,return err;,handle.ext4_reserve_inode_write:RESERVE@250;inode.NEXT_ORPHAN:ADD@268;handle.ext4_journal_get_write_access:ADD@272;sbi->s_es.s_last_orphan:SET@279;handle.ext4_reserve_inode_write:RESERVE@291;i_prev.NEXT_ORPHAN:ADD@296,FALSE_POSITIVE,NO_BUG,FALSE_ALARM,PRIVATE_OR_CLEANED_STATE,"The reported effect belongs to an unpublished object, output/cursor, or temporary cache, or is removed by the reviewed error cleanup; no live metadata owner retains it.",,2026-07-24
EXT4-063,ext4,63,ext4_add_new_descs,linux-sources/linux-v6.14-fs/fs/ext4/resize.c,1289,"add_new_gdb(handle, resize_inode, group)",1294,return err;,handle.ext4_journal_get_write_access:ADD@1281;handle.reserve_backup_gdb:RESERVE@1285;resize_inode->i_sb.verify_reserved_gdb:RESERVE@1285;handle.ext4_reserve_inode_write:RESERVE@1285;resize_inode.i_blocks:INC@1285;EXT4_SB(sb).s_gdb_count:INC@1287,FALSE_POSITIVE,NO_BUG,FALSE_ALARM,PRIVATE_OR_CLEANED_STATE,"The reported effect belongs to an unpublished object, output/cursor, or temporary cache, or is removed by the reviewed error cleanup; no live metadata owner retains it.",,2026-07-24
EXT4-064,ext4,64,ext4_group_add,linux-sources/linux-v6.14-fs/fs/ext4/resize.c,1751,"ext4_alloc_flex_bg_array(sb, input->group + 1)",1765,return err;,input.free_clusters_count:SET@1747,FALSE_POSITIVE,NO_BUG,FALSE_ALARM,PRIVATE_OR_CLEANED_STATE,"The reported effect belongs to an unpublished object, output/cursor, or temporary cache, or is removed by the reviewed error cleanup; no live metadata owner retains it.",,2026-07-24
EXT4-065,ext4,65,ext4_group_add,linux-sources/linux-v6.14-fs/fs/ext4/resize.c,1755,"ext4_mb_alloc_groupinfo(sb, input->group + 1)",1765,return err;,input.free_clusters_count:SET@1747,FALSE_POSITIVE,NO_BUG,FALSE_ALARM,PRIVATE_OR_CLEANED_STATE,"The reported effect belongs to an unpublished object, output/cursor, or temporary cache, or is removed by the reviewed error cleanup; no live metadata owner retains it.",,2026-07-24
EXT4-066,ext4,66,ext4_percpu_param_init,linux-sources/linux-v6.14-fs/fs/ext4/super.c,1237,percpu_init_rwsem(&sbi->s_writepages_rwsem),1242,return err;,sbi->s_es.s_free_inodes_count:SET@1223,FALSE_POSITIVE,NO_BUG,FALSE_ALARM,PRIVATE_OR_CLEANED_STATE,"The reported effect belongs to an unpublished object, output/cursor, or temporary cache, or is removed by the reviewed error cleanup; no live metadata owner retains it.",,2026-07-24
EXT4-067,ext4,67,__ext4_fill_super,linux-sources/linux-v6.14-fs/fs/ext4/super.c,5255,"ext4_init_metadata_csum(sb, es)",5699,return err;,sbi.s_inode_readahead_blks:SET@5244,FALSE_POSITIVE,NO_BUG,FALSE_ALARM,PRIVATE_OR_CLEANED_STATE,"The reported effect belongs to an unpublished object, output/cursor, or temporary cache, or is removed by the reviewed error cleanup; no live metadata owner retains it.",,2026-07-24
EXT4-068,ext4,68,__ext4_fill_super,linux-sources/linux-v6.14-fs/fs/ext4/super.c,5273,"ext4_inode_info_init(sb, es)",5699,return err;,sbi.s_inode_readahead_blks:SET@5244;sbi.s_commit_interval:SET@5263,FALSE_POSITIVE,NO_BUG,FALSE_ALARM,PRIVATE_OR_CLEANED_STATE,"The reported effect belongs to an unpublished object, output/cursor, or temporary cache, or is removed by the reviewed error cleanup; no live metadata owner retains it.",,2026-07-24
EXT4-069,ext4,69,__ext4_fill_super,linux-sources/linux-v6.14-fs/fs/ext4/super.c,5277,"parse_apply_sb_mount_options(sb, ctx)",5699,return err;,sbi.s_inode_readahead_blks:SET@5244;sbi.s_commit_interval:SET@5263,FALSE_POSITIVE,NO_BUG,FALSE_ALARM,PRIVATE_OR_CLEANED_STATE,"The reported effect belongs to an unpublished object, output/cursor, or temporary cache, or is removed by the reviewed error cleanup; no live metadata owner retains it.",,2026-07-24
EXT4-070,ext4,70,__ext4_fill_super,linux-sources/linux-v6.14-fs/fs/ext4/super.c,5290,"ext4_encoding_init(sb, es)",5699,return err;,sbi.s_inode_readahead_blks:SET@5244;sbi.s_commit_interval:SET@5263,FALSE_POSITIVE,NO_BUG,FALSE_ALARM,PRIVATE_OR_CLEANED_STATE,"The reported effect belongs to an unpublished object, output/cursor, or temporary cache, or is removed by the reviewed error cleanup; no live metadata owner retains it.",,2026-07-24
EXT4-071,ext4,71,__ext4_fill_super,linux-sources/linux-v6.14-fs/fs/ext4/super.c,5294,ext4_check_journal_data_mode(sb),5699,return err;,sbi.s_inode_readahead_blks:SET@5244;sbi.s_commit_interval:SET@5263,FALSE_POSITIVE,NO_BUG,FALSE_ALARM,PRIVATE_OR_CLEANED_STATE,"The reported effect belongs to an unpublished object, output/cursor, or temporary cache, or is removed by the reviewed error cleanup; no live metadata owner retains it.",,2026-07-24
EXT4-072,ext4,72,__ext4_fill_super,linux-sources/linux-v6.14-fs/fs/ext4/super.c,5307,"ext4_check_feature_compatibility(sb, es, silent)",5699,return err;,sbi.s_inode_readahead_blks:SET@5244;sbi.s_commit_interval:SET@5263,FALSE_POSITIVE,NO_BUG,FALSE_ALARM,PRIVATE_OR_CLEANED_STATE,"The reported effect belongs to an unpublished object, output/cursor, or temporary cache, or is removed by the reviewed error cleanup; no live metadata owner retains it.",,2026-07-24
EXT4-073,ext4,73,__ext4_fill_super,linux-sources/linux-v6.14-fs/fs/ext4/super.c,5311,"ext4_block_group_meta_init(sb, silent)",5699,return err;,sbi.s_inode_readahead_blks:SET@5244;sbi.s_commit_interval:SET@5263,FALSE_POSITIVE,NO_BUG,FALSE_ALARM,PRIVATE_OR_CLEANED_STATE,"The reported effect belongs to an unpublished object, output/cursor, or temporary cache, or is removed by the reviewed error cleanup; no live metadata owner retains it.",,2026-07-24
EXT4-074,ext4,74,__ext4_fill_super,linux-sources/linux-v6.14-fs/fs/ext4/super.c,5315,ext4_hash_info_init(sb),5699,return err;,sbi.s_inode_readahead_blks:SET@5244;sbi.s_commit_interval:SET@5263,FALSE_POSITIVE,NO_BUG,FALSE_ALARM,PRIVATE_OR_CLEANED_STATE,"The reported effect belongs to an unpublished object, output/cursor, or temporary cache, or is removed by the reviewed error cleanup; no live metadata owner retains it.",,2026-07-24
EXT4-075,ext4,75,__ext4_fill_super,linux-sources/linux-v6.14-fs/fs/ext4/super.c,5319,ext4_handle_clustersize(sb),5699,return err;,sbi.s_inode_readahead_blks:SET@5244;sbi.s_commit_interval:SET@5263,FALSE_POSITIVE,NO_BUG,FALSE_ALARM,PRIVATE_OR_CLEANED_STATE,"The reported effect belongs to an unpublished object, output/cursor, or temporary cache, or is removed by the reviewed error cleanup; no live metadata owner retains it.",,2026-07-24
EXT4-076,ext4,76,__ext4_fill_super,linux-sources/linux-v6.14-fs/fs/ext4/super.c,5323,"ext4_check_geometry(sb, es)",5699,return err;,sbi.s_inode_readahead_blks:SET@5244;sbi.s_commit_interval:SET@5263,FALSE_POSITIVE,NO_BUG,FALSE_ALARM,PRIVATE_OR_CLEANED_STATE,"The reported effect belongs to an unpublished object, output/cursor, or temporary cache, or is removed by the reviewed error cleanup; no live metadata owner retains it.",,2026-07-24
EXT4-077,ext4,77,__ext4_fill_super,linux-sources/linux-v6.14-fs/fs/ext4/super.c,5331,"ext4_group_desc_init(sb, es, logical_sb_block, &first_not_zeroed)",5699,return err;,sbi.s_inode_readahead_blks:SET@5244;sbi.s_commit_interval:SET@5263,FALSE_POSITIVE,NO_BUG,FALSE_ALARM,PRIVATE_OR_CLEANED_STATE,"The reported effect belongs to an unpublished object, output/cursor, or temporary cache, or is removed by the reviewed error cleanup; no live metadata owner retains it.",,2026-07-24
EXT4-078,ext4,78,__ext4_fill_super,linux-sources/linux-v6.14-fs/fs/ext4/super.c,5335,ext4_es_register_shrinker(sbi),5699,return err;,sbi.s_inode_readahead_blks:SET@5244;sbi.s_commit_interval:SET@5263,FALSE_POSITIVE,NO_BUG,FALSE_ALARM,PRIVATE_OR_CLEANED_STATE,"The reported effect belongs to an unpublished object, output/cursor, or temporary cache, or is removed by the reviewed error cleanup; no live metadata owner retains it.",,2026-07-24
EXT4-079,ext4,79,ext4_fill_super,linux-sources/linux-v6.14-fs/fs/ext4/super.c,5722,"__ext4_fill_super(fc, sb)",5749,return ret;,sbi.s_sb_block:SET@5718;sbi.s_sb_block:SET@5720,FALSE_POSITIVE,NO_BUG,FALSE_ALARM,PRIVATE_OR_CLEANED_STATE,"The reported effect belongs to an unpublished object, output/cursor, or temporary cache, or is removed by the reviewed error cleanup; no live metadata owner retains it.",,2026-07-24
EXT4-080,ext4,80,ext4_load_journal,linux-sources/linux-v6.14-fs/fs/ext4/super.c,6011,"ext4_open_inode_journal(sb, journal_inum)",6013,return PTR_ERR(journal);,journal.j_private:SET@6011;journal.j_bmap:SET@6011;sb.ext4_init_journal_params:ADD@6011,FALSE_POSITIVE,NO_BUG,FALSE_ALARM,PRIVATE_OR_CLEANED_STATE,"The reported effect belongs to an unpublished object, output/cursor, or temporary cache, or is removed by the reviewed error cleanup; no live metadata owner retains it.",,2026-07-24
XFS-001,xfs,1,xfs_perag_alloc,linux-sources/linux-v6.14-fs/fs/xfs/libxfs/xfs_ag.c,251,"xfs_group_insert(mp, pag_group(pag), index, XG_TYPE_AG)",261,return error;,pag_group(pag).xg_block_count:SET@245,FALSE_POSITIVE,NO_BUG,FALSE_ALARM,PRIVATE_OR_CLEANED_STATE,"The reported effect belongs to an unpublished object, output/cursor, or temporary cache, or is removed by the reviewed error cleanup; no live metadata owner retains it.",,2026-07-24
XFS-002,xfs,2,xfs_alloc_fix_freelist,linux-sources/linux-v6.14-fs/fs/xfs/libxfs/xfs_alloc.c,2875,"xfs_alloc_read_agf(pag, tp, alloc_flags, &agbp)",3019,return error;,pag.pagf_refcount_level:SET@2844;pag->pag_opstate.bit:XFS_AGSTATE_AGF_INIT:SET@2844,FALSE_POSITIVE,NO_BUG,FALSE_ALARM,INTENTIONAL_PROGRESS_OR_OUTPUT,"The value is an output, retry cursor, cache population, terminal error state, or completed progress that is intentionally retained across the later failure.",,2026-07-24
XFS-003,xfs,3,xfs_alloc_fix_freelist,linux-sources/linux-v6.14-fs/fs/xfs/libxfs/xfs_alloc.c,2933,"xfs_alloc_get_freelist(pag, tp, agbp, &bno, 0)",3019,return error;,pag.pagf_refcount_level:SET@2844;pag->pag_opstate.bit:XFS_AGSTATE_AGF_INIT:SET@2844;pag.pagf_refcount_level:SET@2875;pag->pag_opstate.bit:XFS_AGSTATE_AGF_INIT:SET@2875,FALSE_POSITIVE,NO_BUG,FALSE_ALARM,INTENTIONAL_PROGRESS_OR_OUTPUT,"The value is an output, retry cursor, cache population, terminal error state, or completed progress that is intentionally retained across the later failure.",,2026-07-24
XFS-004,xfs,4,xfs_alloc_fix_freelist,linux-sources/linux-v6.14-fs/fs/xfs/libxfs/xfs_alloc.c,2949,"xfs_free_extent_later(tp, xfs_agbno_to_fsb(pag, bno), 1, &targs.oinfo, XFS_AG_RESV_AGFL, 0)",3019,return error;,pag.pagf_refcount_level:SET@2844;pag->pag_opstate.bit:XFS_AGSTATE_AGF_INIT:SET@2844;pag.pagf_refcount_level:SET@2875;pag->pag_opstate.bit:XFS_AGSTATE_AGF_INIT:SET@2875,FALSE_POSITIVE,NO_BUG,FALSE_ALARM,INTENTIONAL_PROGRESS_OR_OUTPUT,"The value is an output, retry cursor, cache population, terminal error state, or completed progress that is intentionally retained across the later failure.",,2026-07-24
XFS-005,xfs,5,xfs_alloc_fix_freelist,linux-sources/linux-v6.14-fs/fs/xfs/libxfs/xfs_alloc.c,2961,"xfs_alloc_read_agfl(pag, tp, &agflbp)",3019,return error;,pag.pagf_refcount_level:SET@2844;pag->pag_opstate.bit:XFS_AGSTATE_AGF_INIT:SET@2844;pag.pagf_refcount_level:SET@2875;pag->pag_opstate.bit:XFS_AGSTATE_AGF_INIT:SET@2875,FALSE_POSITIVE,NO_BUG,FALSE_ALARM,INTENTIONAL_PROGRESS_OR_OUTPUT,"The value is an output, retry cursor, cache population, terminal error state, or completed progress that is intentionally retained across the later failure.",,2026-07-24
XFS-006,xfs,6,xfs_alloc_fix_freelist,linux-sources/linux-v6.14-fs/fs/xfs/libxfs/xfs_alloc.c,2972,"xfs_alloc_ag_vextent_size(&targs, alloc_flags)",3019,return error;,pag.pagf_refcount_level:SET@2844;pag->pag_opstate.bit:XFS_AGSTATE_AGF_INIT:SET@2844;pag.pagf_refcount_level:SET@2875;pag->pag_opstate.bit:XFS_AGSTATE_AGF_INIT:SET@2875,FALSE_POSITIVE,NO_BUG,FALSE_ALARM,INTENTIONAL_PROGRESS_OR_OUTPUT,"The value is an output, retry cursor, cache population, terminal error state, or completed progress that is intentionally retained across the later failure.",,2026-07-24
XFS-007,xfs,7,xfs_alloc_fix_freelist,linux-sources/linux-v6.14-fs/fs/xfs/libxfs/xfs_alloc.c,2988,"xfs_rmap_alloc(tp, agbp, pag, targs.agbno, targs.len, &targs.oinfo)",3019,return error;,pag.pagf_refcount_level:SET@2844;pag->pag_opstate.bit:XFS_AGSTATE_AGF_INIT:SET@2844;pag.pagf_refcount_level:SET@2875;pag->pag_opstate.bit:XFS_AGSTATE_AGF_INIT:SET@2875,FALSE_POSITIVE,NO_BUG,FALSE_ALARM,INTENTIONAL_PROGRESS_OR_OUTPUT,"The value is an output, retry cursor, cache population, terminal error state, or completed progress that is intentionally retained across the later failure.",,2026-07-24
XFS-008,xfs,8,xfs_alloc_fix_freelist,linux-sources/linux-v6.14-fs/fs/xfs/libxfs/xfs_alloc.c,2993,"xfs_alloc_update_counters(tp, agbp, -((long)(targs.len)))",3019,return error;,pag.pagf_refcount_level:SET@2844;pag->pag_opstate.bit:XFS_AGSTATE_AGF_INIT:SET@2844;pag.pagf_refcount_level:SET@2875;pag->pag_opstate.bit:XFS_AGSTATE_AGF_INIT:SET@2875,FALSE_POSITIVE,NO_BUG,FALSE_ALARM,INTENTIONAL_PROGRESS_OR_OUTPUT,"The value is an output, retry cursor, cache population, terminal error state, or completed progress that is intentionally retained across the later failure.",,2026-07-24
XFS-009,xfs,9,xfs_alloc_fix_freelist,linux-sources/linux-v6.14-fs/fs/xfs/libxfs/xfs_alloc.c,3002,"xfs_alloc_put_freelist(pag, tp, agbp, agflbp, bno, 0)",3019,return error;,pag.pagf_refcount_level:SET@2844;pag->pag_opstate.bit:XFS_AGSTATE_AGF_INIT:SET@2844;pag.pagf_refcount_level:SET@2875;pag->pag_opstate.bit:XFS_AGSTATE_AGF_INIT:SET@2875,FALSE_POSITIVE,NO_BUG,FALSE_ALARM,INTENTIONAL_PROGRESS_OR_OUTPUT,"The value is an output, retry cursor, cache population, terminal error state, or completed progress that is intentionally retained across the later failure.",,2026-07-24
XFS-010,xfs,10,__xfs_btree_split,linux-sources/linux-v6.14-fs/fs/xfs/libxfs/xfs_btree.c,2942,"xfs_btree_read_buf_block(cur, &rrptr, 0, &rrblock, &rrbp)",2984,return error;,right->bb_u.l.bb_rightsib:SET@2930;right->bb_u.l.bb_leftsib:SET@2930;right->bb_u.s.bb_rightsib:SET@2930;right->bb_u.s.bb_leftsib:SET@2930;right->bb_u.l.bb_rightsib:SET@2931;right->bb_u.l.bb_leftsib:SET@2931;right->bb_u.s.bb_rightsib:SET@2931;right->bb_u.s.bb_leftsib:SET@2931;left->bb_u.l.bb_rightsib:SET@2932;left->bb_u.l.bb_leftsib:SET@2932;left->bb_u.s.bb_rightsib:SET@2932;left->bb_u.s.bb_leftsib:SET@2932;cur->bc_tp.xfs_trans_buf_set_type:ADD@2934;cur->bc_tp.xfs_trans_log_inode:ADD@2934;cur->bc_tp.xfs_trans_buf_set_type:ADD@2935;cur->bc_tp.xfs_trans_log_inode:ADD@2935,TRUE_RESIDUAL,NO_BUG,CONTAINED_NOT_BUG,TRANSACTION_OR_FATAL_CONTAINMENT,"The mutation can remain at this function return, but the caller cancels/aborts the dirty transaction or shuts down the filesystem, so the state cannot continue as ordinary live metadata.",,2026-07-24
XFS-011,xfs,11,__xfs_btree_split,linux-sources/linux-v6.14-fs/fs/xfs/libxfs/xfs_btree.c,2952,"xfs_btree_update_keys(cur, level)",2984,return error;,right->bb_u.l.bb_rightsib:SET@2930;right->bb_u.l.bb_leftsib:SET@2930;right->bb_u.s.bb_rightsib:SET@2930;right->bb_u.s.bb_leftsib:SET@2930;right->bb_u.l.bb_rightsib:SET@2931;right->bb_u.l.bb_leftsib:SET@2931;right->bb_u.s.bb_rightsib:SET@2931;right->bb_u.s.bb_leftsib:SET@2931;left->bb_u.l.bb_rightsib:SET@2932;left->bb_u.l.bb_leftsib:SET@2932;left->bb_u.s.bb_rightsib:SET@2932;left->bb_u.s.bb_leftsib:SET@2932;cur->bc_tp.xfs_trans_buf_set_type:ADD@2934;cur->bc_tp.xfs_trans_log_inode:ADD@2934;cur->bc_tp.xfs_trans_buf_set_type:ADD@2935;cur->bc_tp.xfs_trans_log_inode:ADD@2935;rrblock->bb_u.l.bb_rightsib:SET@2946;rrblock->bb_u.l.bb_leftsib:SET@2946;rrblock->bb_u.s.bb_rightsib:SET@2946;rrblock->bb_u.s.bb_leftsib:SET@2946;cur->bc_tp.xfs_trans_buf_set_type:ADD@2947;cur->bc_tp.xfs_trans_log_inode:ADD@2947,TRUE_RESIDUAL,NO_BUG,CONTAINED_NOT_BUG,TRANSACTION_OR_FATAL_CONTAINMENT,"The mutation can remain at this function return, but the caller cancels/aborts the dirty transaction or shuts down the filesystem, so the state cannot continue as ordinary live metadata.",,2026-07-24
